,alpha,mass,folder_path,model_name
760,1.4,13.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_13.0,stir2_14may19_s13.0_alpha1.4
761,1.4,13.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_13.1,stir2_14may19_s13.1_alpha1.4
762,1.4,13.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_13.2,stir2_14may19_s13.2_alpha1.4
763,1.4,13.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_13.3,stir2_14may19_s13.3_alpha1.4
764,1.4,13.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_13.4,stir2_14may19_s13.4_alpha1.4
765,1.4,13.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_13.5,stir2_14may19_s13.5_alpha1.4
766,1.4,13.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_13.6,stir2_14may19_s13.6_alpha1.4
767,1.4,13.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_13.7,stir2_14may19_s13.7_alpha1.4
768,1.4,13.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_13.8,stir2_14may19_s13.8_alpha1.4
769,1.4,13.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_13.9,stir2_14may19_s13.9_alpha1.4
770,1.4,14.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_14.0,stir2_14may19_s14.0_alpha1.4
771,1.4,14.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_14.1,stir2_14may19_s14.1_alpha1.4
772,1.4,14.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_14.2,stir2_14may19_s14.2_alpha1.4
773,1.4,14.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_14.3,stir2_14may19_s14.3_alpha1.4
774,1.4,14.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_14.4,stir2_14may19_s14.4_alpha1.4
775,1.4,14.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_14.5,stir2_14may19_s14.5_alpha1.4
776,1.4,14.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_14.6,stir2_14may19_s14.6_alpha1.4
777,1.4,14.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_14.7,stir2_14may19_s14.7_alpha1.4
778,1.4,14.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_14.8,stir2_14may19_s14.8_alpha1.4
779,1.4,14.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_14.9,stir2_14may19_s14.9_alpha1.4
780,1.4,15.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_15.0,stir2_14may19_s15.0_alpha1.4
781,1.4,15.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_15.1,stir2_14may19_s15.1_alpha1.4
782,1.4,15.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_15.2,stir2_14may19_s15.2_alpha1.4
783,1.4,15.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_15.3,stir2_14may19_s15.3_alpha1.4
784,1.4,15.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_15.4,stir2_14may19_s15.4_alpha1.4
785,1.4,15.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_15.5,stir2_14may19_s15.5_alpha1.4
786,1.4,15.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_15.6,stir2_14may19_s15.6_alpha1.4
787,1.4,15.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_15.7,stir2_14may19_s15.7_alpha1.4
788,1.4,15.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_15.8,stir2_14may19_s15.8_alpha1.4
789,1.4,15.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_15.9,stir2_14may19_s15.9_alpha1.4
790,1.4,16.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_16.0,stir2_14may19_s16.0_alpha1.4
791,1.4,16.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_16.1,stir2_14may19_s16.1_alpha1.4
792,1.4,16.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_16.2,stir2_14may19_s16.2_alpha1.4
793,1.4,16.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_16.3,stir2_14may19_s16.3_alpha1.4
794,1.4,16.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_16.4,stir2_14may19_s16.4_alpha1.4
795,1.4,16.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_16.5,stir2_14may19_s16.5_alpha1.4
796,1.4,16.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_16.6,stir2_14may19_s16.6_alpha1.4
797,1.4,16.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_16.7,stir2_14may19_s16.7_alpha1.4
798,1.4,16.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_16.8,stir2_14may19_s16.8_alpha1.4
799,1.4,16.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_16.9,stir2_14may19_s16.9_alpha1.4
800,1.4,17.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_17.0,stir2_14may19_s17.0_alpha1.4
801,1.4,17.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_17.1,stir2_14may19_s17.1_alpha1.4
802,1.4,17.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_17.2,stir2_14may19_s17.2_alpha1.4
803,1.4,17.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_17.3,stir2_14may19_s17.3_alpha1.4
804,1.4,17.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_17.4,stir2_14may19_s17.4_alpha1.4
805,1.4,17.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_17.5,stir2_14may19_s17.5_alpha1.4
806,1.4,17.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_17.6,stir2_14may19_s17.6_alpha1.4
807,1.4,17.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_17.7,stir2_14may19_s17.7_alpha1.4
808,1.4,17.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_17.8,stir2_14may19_s17.8_alpha1.4
809,1.4,17.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_17.9,stir2_14may19_s17.9_alpha1.4
810,1.4,18.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_18.0,stir2_14may19_s18.0_alpha1.4
811,1.4,18.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_18.1,stir2_14may19_s18.1_alpha1.4
812,1.4,18.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_18.2,stir2_14may19_s18.2_alpha1.4
813,1.4,18.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_18.3,stir2_14may19_s18.3_alpha1.4
814,1.4,18.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_18.4,stir2_14may19_s18.4_alpha1.4
815,1.4,18.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_18.5,stir2_14may19_s18.5_alpha1.4
816,1.4,18.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_18.6,stir2_14may19_s18.6_alpha1.4
817,1.4,18.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_18.7,stir2_14may19_s18.7_alpha1.4
818,1.4,18.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_18.8,stir2_14may19_s18.8_alpha1.4
819,1.4,18.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_18.9,stir2_14may19_s18.9_alpha1.4
820,1.4,19.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_19.0,stir2_14may19_s19.0_alpha1.4
821,1.4,19.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_19.1,stir2_14may19_s19.1_alpha1.4
822,1.4,19.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_19.2,stir2_14may19_s19.2_alpha1.4
823,1.4,19.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_19.3,stir2_14may19_s19.3_alpha1.4
824,1.4,19.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_19.4,stir2_14may19_s19.4_alpha1.4
825,1.4,19.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_19.5,stir2_14may19_s19.5_alpha1.4
826,1.4,19.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_19.6,stir2_14may19_s19.6_alpha1.4
827,1.4,19.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_19.7,stir2_14may19_s19.7_alpha1.4
828,1.4,19.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_19.8,stir2_14may19_s19.8_alpha1.4
829,1.4,19.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_19.9,stir2_14may19_s19.9_alpha1.4
830,1.4,20.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_20.0,stir2_14may19_s20.0_alpha1.4
831,1.4,20.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_20.1,stir2_14may19_s20.1_alpha1.4
832,1.4,20.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_20.2,stir2_14may19_s20.2_alpha1.4
833,1.4,20.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_20.3,stir2_14may19_s20.3_alpha1.4
834,1.4,20.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_20.4,stir2_14may19_s20.4_alpha1.4
835,1.4,20.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_20.5,stir2_14may19_s20.5_alpha1.4
836,1.4,20.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_20.6,stir2_14may19_s20.6_alpha1.4
837,1.4,20.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_20.7,stir2_14may19_s20.7_alpha1.4
838,1.4,20.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_20.8,stir2_14may19_s20.8_alpha1.4
839,1.4,20.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_20.9,stir2_14may19_s20.9_alpha1.4
840,1.4,21.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_21.0,stir2_14may19_s21.0_alpha1.4
841,1.4,21.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_21.1,stir2_14may19_s21.1_alpha1.4
842,1.4,21.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_21.2,stir2_14may19_s21.2_alpha1.4
843,1.4,21.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_21.3,stir2_14may19_s21.3_alpha1.4
844,1.4,21.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_21.4,stir2_14may19_s21.4_alpha1.4
845,1.4,21.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_21.5,stir2_14may19_s21.5_alpha1.4
846,1.4,21.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_21.6,stir2_14may19_s21.6_alpha1.4
847,1.4,21.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_21.7,stir2_14may19_s21.7_alpha1.4
848,1.4,21.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_21.8,stir2_14may19_s21.8_alpha1.4
849,1.4,21.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_21.9,stir2_14may19_s21.9_alpha1.4
850,1.4,22.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_22.0,stir2_14may19_s22.0_alpha1.4
851,1.4,22.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_22.1,stir2_14may19_s22.1_alpha1.4
852,1.4,22.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_22.2,stir2_14may19_s22.2_alpha1.4
853,1.4,22.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_22.3,stir2_14may19_s22.3_alpha1.4
854,1.4,22.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_22.4,stir2_14may19_s22.4_alpha1.4
855,1.4,22.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_22.5,stir2_14may19_s22.5_alpha1.4
856,1.4,22.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_22.6,stir2_14may19_s22.6_alpha1.4
857,1.4,22.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_22.7,stir2_14may19_s22.7_alpha1.4
858,1.4,22.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_22.8,stir2_14may19_s22.8_alpha1.4
859,1.4,22.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_22.9,stir2_14may19_s22.9_alpha1.4
860,1.4,23.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_23.0,stir2_14may19_s23.0_alpha1.4
861,1.4,23.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_23.1,stir2_14may19_s23.1_alpha1.4
862,1.4,23.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_23.2,stir2_14may19_s23.2_alpha1.4
863,1.4,23.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_23.3,stir2_14may19_s23.3_alpha1.4
864,1.4,23.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_23.4,stir2_14may19_s23.4_alpha1.4
865,1.4,23.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_23.5,stir2_14may19_s23.5_alpha1.4
866,1.4,23.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_23.6,stir2_14may19_s23.6_alpha1.4
867,1.4,23.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_23.7,stir2_14may19_s23.7_alpha1.4
868,1.4,23.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_23.8,stir2_14may19_s23.8_alpha1.4
869,1.4,23.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_23.9,stir2_14may19_s23.9_alpha1.4
870,1.4,24.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_24.0,stir2_14may19_s24.0_alpha1.4
871,1.4,24.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_24.1,stir2_14may19_s24.1_alpha1.4
872,1.4,24.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_24.2,stir2_14may19_s24.2_alpha1.4
873,1.4,24.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_24.3,stir2_14may19_s24.3_alpha1.4
874,1.4,24.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_24.4,stir2_14may19_s24.4_alpha1.4
875,1.4,24.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_24.5,stir2_14may19_s24.5_alpha1.4
876,1.4,24.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_24.6,stir2_14may19_s24.6_alpha1.4
877,1.4,24.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_24.7,stir2_14may19_s24.7_alpha1.4
878,1.4,24.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_24.8,stir2_14may19_s24.8_alpha1.4
879,1.4,24.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_24.9,stir2_14may19_s24.9_alpha1.4
880,1.4,25.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_25.0,stir2_14may19_s25.0_alpha1.4
881,1.4,25.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_25.1,stir2_14may19_s25.1_alpha1.4
882,1.4,25.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_25.2,stir2_14may19_s25.2_alpha1.4
883,1.4,25.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_25.3,stir2_14may19_s25.3_alpha1.4
884,1.4,25.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_25.4,stir2_14may19_s25.4_alpha1.4
885,1.4,25.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_25.5,stir2_14may19_s25.5_alpha1.4
886,1.4,25.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_25.6,stir2_14may19_s25.6_alpha1.4
887,1.4,25.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_25.7,stir2_14may19_s25.7_alpha1.4
888,1.4,25.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_25.8,stir2_14may19_s25.8_alpha1.4
889,1.4,25.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_25.9,stir2_14may19_s25.9_alpha1.4
890,1.4,26.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_26.0,stir2_14may19_s26.0_alpha1.4
891,1.4,26.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_26.1,stir2_14may19_s26.1_alpha1.4
892,1.4,26.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_26.2,stir2_14may19_s26.2_alpha1.4
893,1.4,26.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_26.3,stir2_14may19_s26.3_alpha1.4
894,1.4,26.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_26.4,stir2_14may19_s26.4_alpha1.4
895,1.4,26.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_26.5,stir2_14may19_s26.5_alpha1.4
896,1.4,26.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_26.6,stir2_14may19_s26.6_alpha1.4
897,1.4,26.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_26.7,stir2_14may19_s26.7_alpha1.4
898,1.4,26.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_26.8,stir2_14may19_s26.8_alpha1.4
899,1.4,26.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_26.9,stir2_14may19_s26.9_alpha1.4
900,1.4,27.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_27.0,stir2_14may19_s27.0_alpha1.4
901,1.4,27.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_27.1,stir2_14may19_s27.1_alpha1.4
902,1.4,27.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_27.2,stir2_14may19_s27.2_alpha1.4
903,1.4,27.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_27.3,stir2_14may19_s27.3_alpha1.4
904,1.4,27.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_27.4,stir2_14may19_s27.4_alpha1.4
905,1.4,27.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_27.5,stir2_14may19_s27.5_alpha1.4
906,1.4,27.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_27.6,stir2_14may19_s27.6_alpha1.4
907,1.4,27.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_27.7,stir2_14may19_s27.7_alpha1.4
908,1.4,27.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_27.8,stir2_14may19_s27.8_alpha1.4
909,1.4,27.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_27.9,stir2_14may19_s27.9_alpha1.4
910,1.4,28.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_28.0,stir2_14may19_s28.0_alpha1.4
911,1.4,28.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_28.1,stir2_14may19_s28.1_alpha1.4
912,1.4,28.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_28.2,stir2_14may19_s28.2_alpha1.4
913,1.4,28.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_28.3,stir2_14may19_s28.3_alpha1.4
914,1.4,28.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_28.4,stir2_14may19_s28.4_alpha1.4
915,1.4,28.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_28.5,stir2_14may19_s28.5_alpha1.4
916,1.4,28.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_28.6,stir2_14may19_s28.6_alpha1.4
917,1.4,28.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_28.7,stir2_14may19_s28.7_alpha1.4
918,1.4,28.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_28.8,stir2_14may19_s28.8_alpha1.4
919,1.4,28.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_28.9,stir2_14may19_s28.9_alpha1.4
920,1.4,29.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_29.0,stir2_14may19_s29.0_alpha1.4
921,1.4,29.1,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_29.1,stir2_14may19_s29.1_alpha1.4
922,1.4,29.2,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_29.2,stir2_14may19_s29.2_alpha1.4
923,1.4,29.3,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_29.3,stir2_14may19_s29.3_alpha1.4
924,1.4,29.4,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_29.4,stir2_14may19_s29.4_alpha1.4
925,1.4,29.5,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_29.5,stir2_14may19_s29.5_alpha1.4
926,1.4,29.6,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_29.6,stir2_14may19_s29.6_alpha1.4
927,1.4,29.7,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_29.7,stir2_14may19_s29.7_alpha1.4
928,1.4,29.8,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_29.8,stir2_14may19_s29.8_alpha1.4
929,1.4,29.9,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_29.9,stir2_14may19_s29.9_alpha1.4
930,1.4,30.0,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_30.0,stir2_14may19_s30.0_alpha1.4
931,1.4,31,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_31,stir2_14may19_s31_alpha1.4
932,1.4,32,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_32,stir2_14may19_s32_alpha1.4
933,1.4,33,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_33,stir2_14may19_s33_alpha1.4
934,1.4,35,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_35,stir2_14may19_s35_alpha1.4
935,1.4,40,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_40,stir2_14may19_s40_alpha1.4
936,1.4,45,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_45,stir2_14may19_s45_alpha1.4
937,1.4,50,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_50,stir2_14may19_s50_alpha1.4
938,1.4,55,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_55,stir2_14may19_s55_alpha1.4
939,1.4,60,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_60,stir2_14may19_s60_alpha1.4
940,1.4,70,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_70,stir2_14may19_s70_alpha1.4
941,1.4,80,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_80,stir2_14may19_s80_alpha1.4
942,1.4,100,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_100,stir2_14may19_s100_alpha1.4
943,1.4,120,/mnt/research/SNAPhU/STIR/run_sukhbold/run_14may19_a1.4/run_120,stir2_14may19_s120_alpha1.4
